2026-07-04 00:15:27 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:15:27 | ERROR | mpy_cli | 擦除失败 [1/23]: 设备文件系统 | mpremote: failed to access COM6 (it may be in use by another program)
2026-07-04 00:15:27 | INFO | mpy_cli | 部署完成: success=0 failure=1
2026-07-04 00:16:39 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:16:39 | ERROR | mpy_cli | 擦除失败 [1/23]: 设备文件系统 | mpremote: failed to access com7 (it may be in use by another program)
2026-07-04 00:16:39 | INFO | mpy_cli | 部署完成: success=0 failure=1
2026-07-04 00:24:22 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:24:43 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:24:54 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:25:02 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:25:24 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:25:31 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:28:02 | INFO | mpy_cli | 开始擦除 [1/23]: 设备文件系统
2026-07-04 00:28:02 | INFO | mpy_cli | 完成擦除 [1/23]: 设备文件系统
2026-07-04 00:28:02 | INFO | mpy_cli | 开始上传 [2/23]: D:/2026_SmartCar/PersonalCode/CarA/.mpy-cli.toml -> :.mpy-cli.toml
2026-07-04 00:28:03 | INFO | mpy_cli | 完成上传 [2/23]: D:/2026_SmartCar/PersonalCode/CarA/.mpy-cli.toml -> :.mpy-cli.toml
2026-07-04 00:28:03 | INFO | mpy_cli | 开始上传 [3/23]: D:/2026_SmartCar/PersonalCode/CarA/.mpyignore -> :.mpyignore
2026-07-04 00:28:03 | INFO | mpy_cli | 完成上传 [3/23]: D:/2026_SmartCar/PersonalCode/CarA/.mpyignore -> :.mpyignore
2026-07-04 00:28:03 | INFO | mpy_cli | 开始上传 [4/23]: D:/2026_SmartCar/PersonalCode/CarA/boot.py -> :boot.py
2026-07-04 00:28:04 | INFO | mpy_cli | 完成上传 [4/23]: D:/2026_SmartCar/PersonalCode/CarA/boot.py -> :boot.py
2026-07-04 00:28:04 | INFO | mpy_cli | 开始上传 [5/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/MCXVisionUsart.py -> :connection/MCXVisionUsart.py
2026-07-04 00:28:04 | INFO | mpy_cli | 完成上传 [5/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/MCXVisionUsart.py -> :connection/MCXVisionUsart.py
2026-07-04 00:28:04 | INFO | mpy_cli | 开始上传 [6/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/PIDYawUsart.py -> :connection/PIDYawUsart.py
2026-07-04 00:28:05 | INFO | mpy_cli | 完成上传 [6/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/PIDYawUsart.py -> :connection/PIDYawUsart.py
2026-07-04 00:28:05 | INFO | mpy_cli | 开始上传 [7/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/WirelessUsart.py -> :connection/WirelessUsart.py
2026-07-04 00:28:06 | INFO | mpy_cli | 完成上传 [7/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/WirelessUsart.py -> :connection/WirelessUsart.py
2026-07-04 00:28:06 | INFO | mpy_cli | 开始上传 [8/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/WirelessUsartCars.py -> :connection/WirelessUsartCars.py
2026-07-04 00:28:07 | INFO | mpy_cli | 完成上传 [8/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/WirelessUsartCars.py -> :connection/WirelessUsartCars.py
2026-07-04 00:28:07 | INFO | mpy_cli | 开始上传 [9/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/__init__.py -> :connection/__init__.py
2026-07-04 00:28:07 | INFO | mpy_cli | 完成上传 [9/23]: D:/2026_SmartCar/PersonalCode/CarA/connection/__init__.py -> :connection/__init__.py
2026-07-04 00:28:07 | INFO | mpy_cli | 开始上传 [10/23]: D:/2026_SmartCar/PersonalCode/CarA/control/ColorTrace.py -> :control/ColorTrace.py
2026-07-04 00:28:09 | INFO | mpy_cli | 完成上传 [10/23]: D:/2026_SmartCar/PersonalCode/CarA/control/ColorTrace.py -> :control/ColorTrace.py
2026-07-04 00:28:09 | INFO | mpy_cli | 开始上传 [11/23]: D:/2026_SmartCar/PersonalCode/CarA/control/MotorControl.py -> :control/MotorControl.py
2026-07-04 00:28:10 | INFO | mpy_cli | 完成上传 [11/23]: D:/2026_SmartCar/PersonalCode/CarA/control/MotorControl.py -> :control/MotorControl.py
2026-07-04 00:28:10 | INFO | mpy_cli | 开始上传 [12/23]: D:/2026_SmartCar/PersonalCode/CarA/control/MotorEncoder.py -> :control/MotorEncoder.py
2026-07-04 00:28:11 | INFO | mpy_cli | 完成上传 [12/23]: D:/2026_SmartCar/PersonalCode/CarA/control/MotorEncoder.py -> :control/MotorEncoder.py
2026-07-04 00:28:11 | INFO | mpy_cli | 开始上传 [13/23]: D:/2026_SmartCar/PersonalCode/CarA/control/PID.py -> :control/PID.py
2026-07-04 00:28:11 | INFO | mpy_cli | 完成上传 [13/23]: D:/2026_SmartCar/PersonalCode/CarA/control/PID.py -> :control/PID.py
2026-07-04 00:28:11 | INFO | mpy_cli | 开始上传 [14/23]: D:/2026_SmartCar/PersonalCode/CarA/control/__init__.py -> :control/__init__.py
2026-07-04 00:28:12 | INFO | mpy_cli | 完成上传 [14/23]: D:/2026_SmartCar/PersonalCode/CarA/control/__init__.py -> :control/__init__.py
2026-07-04 00:28:12 | INFO | mpy_cli | 开始上传 [15/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/IMUVertical.py -> :imu/IMUVertical.py
2026-07-04 00:28:13 | INFO | mpy_cli | 完成上传 [15/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/IMUVertical.py -> :imu/IMUVertical.py
2026-07-04 00:28:13 | INFO | mpy_cli | 开始上传 [16/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/Imu.py -> :imu/Imu.py
2026-07-04 00:28:14 | INFO | mpy_cli | 完成上传 [16/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/Imu.py -> :imu/Imu.py
2026-07-04 00:28:14 | INFO | mpy_cli | 开始上传 [17/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/ImuDataSend.py -> :imu/ImuDataSend.py
2026-07-04 00:28:15 | INFO | mpy_cli | 完成上传 [17/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/ImuDataSend.py -> :imu/ImuDataSend.py
2026-07-04 00:28:15 | INFO | mpy_cli | 开始上传 [18/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/ImuPoseEstimator.py -> :imu/ImuPoseEstimator.py
2026-07-04 00:28:16 | INFO | mpy_cli | 完成上传 [18/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/ImuPoseEstimator.py -> :imu/ImuPoseEstimator.py
2026-07-04 00:28:16 | INFO | mpy_cli | 开始上传 [19/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/__init__.py -> :imu/__init__.py
2026-07-04 00:28:16 | INFO | mpy_cli | 完成上传 [19/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/__init__.py -> :imu/__init__.py
2026-07-04 00:28:16 | INFO | mpy_cli | 开始上传 [20/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/imu660ra_reader.py -> :imu/imu660ra_reader.py
2026-07-04 00:28:17 | INFO | mpy_cli | 完成上传 [20/23]: D:/2026_SmartCar/PersonalCode/CarA/imu/imu660ra_reader.py -> :imu/imu660ra_reader.py
2026-07-04 00:28:17 | INFO | mpy_cli | 开始上传 [21/23]: D:/2026_SmartCar/PersonalCode/CarA/user/__init__.py -> :user/__init__.py
2026-07-04 00:28:17 | INFO | mpy_cli | 完成上传 [21/23]: D:/2026_SmartCar/PersonalCode/CarA/user/__init__.py -> :user/__init__.py
2026-07-04 00:28:17 | INFO | mpy_cli | 开始上传 [22/23]: D:/2026_SmartCar/PersonalCode/CarA/user/mainA.py -> :user/mainA.py
2026-07-04 00:28:18 | INFO | mpy_cli | 完成上传 [22/23]: D:/2026_SmartCar/PersonalCode/CarA/user/mainA.py -> :user/mainA.py
2026-07-04 00:28:18 | INFO | mpy_cli | 开始上传 [23/23]: D:/2026_SmartCar/PersonalCode/CarA/user_main.py -> :user_main.py
